1,0,6,0,-47,0,-66,0,264,0,-22,0,-358,0,239,0,75,0,-144,0,65,0,-13,0,1 # liftB_hi_n35 r=16
1,0,2,0,-137,0,158,0,2721,0,-10291,0,15484,0,-12447,0,5878,0,-1676,0,283,0,-26,0,1 # liftB_hi_n35 r=20
64681,0,-363566,0,907961,0,-1331582,0,1277168,0,-844298,0,394750,0,-131663,0,31131,0,-5096,0,549,0,-35,0,1 # liftB_hi_n35 r=24
1,0,8,0,-40,0,-46,0,110,0,71,0,-113,0,-43,0,54,0,11,0,-12,0,-1,0,1 # liftB_hi_n35 r=12
134627431,0,-367073626,0,452788873,0,-333974119,0,163990494,0,-56452918,0,13965637,0,-2500899,0,321670,0,-28976,0,1735,0,-62,0,1 # liftB_hi_n35 r=24
1,0,10,0,-221,0,-114,0,3441,0,-9237,0,12060,0,-9257,0,4428,0,-1328,0,241,0,-24,0,1 # liftB_hi_n35 r=20
1,0,-18,0,-27,0,98,0,76,0,-206,0,-36,0,193,0,-57,0,-56,0,43,0,-11,0,1 # liftB_hi_n35 r=16
1,0,-8,0,-40,0,46,0,110,0,-71,0,-113,0,43,0,54,0,-11,0,-12,0,1,0,1 # liftB_hi_n35 r=12
1,0,-48,0,628,0,-3498,0,10032,0,-16511,0,16757,0,-10949,0,4692,0,-1311,0,230,0,-23,0,1 # liftB_hi_n35 r=24
105766081,0,-289976396,0,360545251,0,-268766223,0,133748850,0,-46797726,0,11801607,0,-2160617,0,284904,0,-26378,0,1627,0,-60,0,1 # liftB_hi_n35 r=24
141961,0,-747382,0,1742333,0,-2380642,0,2126132,0,-1309474,0,571192,0,-178081,0,39447,0,-6064,0,615,0,-37,0,1 # liftB_hi_n35 r=24
5665241,0,-21104066,0,35284331,0,-34982322,0,22889303,0,-10406063,0,3368750,0,-782143,0,129226,0,-14816,0,1119,0,-50,0,1 # liftB_hi_n35 r=24
39901,0,-247060,0,672457,0,-1064063,0,1090834,0,-763902,0,375017,0,-130121,0,31680,0,-5278,0,571,0,-36,0,1 # liftB_hi_n35 r=24
4420921,0,-16435018,0,27511255,0,-27413106,0,18104747,0,-8346969,0,2753722,0,-654761,0,111312,0,-13188,0,1033,0,-48,0,1 # liftB_hi_n35 r=24
-49,0,98,0,245,0,-441,0,-490,0,686,0,497,0,-413,0,-266,0,56,0,63,0,14,0,1 # liftB_hi_n35 r=10
1,0,-54,0,563,0,-1886,0,1419,0,783,0,-1078,0,-1,0,250,0,-24,0,-25,0,2,0,1 # liftB_hi_n35 r=16
1,0,144,0,2556,0,12278,0,28468,0,38377,0,32745,0,18427,0,6936,0,1729,0,274,0,25,0,1 # liftB_hi_n35 r=0
-419,0,668,0,2965,0,-10209,0,12522,0,-6666,0,237,0,1481,0,-648,0,38,0,43,0,-12,0,1 # liftB_hi_n35 r=18
1,0,-6,0,-47,0,66,0,264,0,22,0,-358,0,-239,0,75,0,144,0,65,0,13,0,1 # liftB_hi_n35 r=8
48511,0,-306858,0,851423,0,-1367383,0,1413222,0,-989046,0,480347,0,-163139,0,38482,0,-6156,0,635,0,-38,0,1 # liftB_hi_n35 r=24
1,0,-2,0,-137,0,-158,0,2721,0,10291,0,15484,0,12447,0,5878,0,1676,0,283,0,26,0,1 # liftB_hi_n35 r=4
9243361,0,-31476312,0,48395968,0,-44435118,0,27141426,0,-11622289,0,3578819,0,-798763,0,128298,0,-14469,0,1088,0,-49,0,1 # liftB_hi_n35 r=24
2311,0,-4094,0,-2549,0,8887,0,-3522,0,-3362,0,2695,0,3,0,-494,0,116,0,19,0,-10,0,1 # liftB_hi_n35 r=16
1,0,4,0,-17,0,-81,0,-22,0,198,0,139,0,-151,0,-144,0,18,0,43,0,12,0,1 # liftB_hi_n35 r=8
176835961,0,-456483042,0,535394025,0,-377295746,0,177940960,0,-59174614,0,14229942,0,-2493553,0,316059,0,-28264,0,1693,0,-61,0,1 # liftB_hi_n35 r=24
1,0,-14,0,31,0,98,0,-425,0,441,0,62,0,-343,0,144,0,28,0,-23,0,0,0,1 # liftB_hi_n35 r=16
1,0,-10,0,-221,0,114,0,3441,0,9237,0,12060,0,9257,0,4428,0,1328,0,241,0,24,0,1 # liftB_hi_n35 r=4
