2205446078626025,0,-2936175286205410,0,1702685315148501,0,-562258719464552,0,115928957850426,0,-15380646181596,0,1304121648724,0,-67939561298,0,2020409721,0,-31232558,0,230627,0,-786,0,1 # liftE_full r=24
332261317643524484749,0,-191168968650557454092,0,38410214694305712068,0,-3910184905664525466,0,231344572759671416,0,-8480409300347612,0,198764106893835,0,-3014620133060,0,29467897516,0,-181420378,0,666984,0,-1304,0,1 # liftE_full r=24
6799266528283501,0,-5850365734549558,0,2184279429195153,0,-465744157133566,0,62876793474740,0,-5636483345638,0,342416787251,0,-14126706356,0,390069009,0,-6963978,0,75334,0,-436,0,1 # liftE_full r=24
1602099787504485361,0,-1965715010772492238,0,927125697591841281,0,-213832859978690640,0,26190372210579760,0,-1844732735081300,0,78149030584366,0,-2011076715478,0,30690174464,0,-260728636,0,1100568,0,-1884,0,1 # liftE_full r=24
6657217124689,0,-7764333096976,0,4054121710876,0,-1253146742088,0,255392749150,0,-36153221168,0,3644958250,0,-263693784,0,13584989,0,-486024,0,11462,0,-160,0,1 # liftE_full r=24
6298981,0,-31241782,0,66220557,0,-78784992,0,58296602,0,-28205788,0,9165220,0,-2022946,0,302269,0,-29922,0,1867,0,-66,0,1 # liftE_full r=24
97781749825606219345129,0,-42363325104847942243918,0,7022085044632658740273,0,-585534242652483907548,0,27385591756203094792,0,-759967059356494300,0,12837935218486938,0,-132099346418142,0,808369843204,0,-2793416040,0,4969888,0,-3860,0,1 # liftE_full r=24
1986115273,0,-5216734556,0,6002697388,0,-3994633212,0,1710251244,0,-495888638,0,99801810,0,-14044572,0,1371448,0,-90620,0,3845,0,-94,0,1 # liftE_full r=24
7737988817,0,-21792188080,0,25103476476,0,-15870909288,0,6204990974,0,-1595978176,0,279030090,0,-33601592,0,2777885,0,-154264,0,5478,0,-112,0,1 # liftE_full r=24
191706128737531590793,0,-184365578702634089774,0,67264880836507881735,0,-11895984799332368982,0,1111985618706432171,0,-57896536748569350,0,1727510891168544,0,-29576714123262,0,282498486311,0,-1422448488,0,3423110,0,-3296,0,1 # liftE_full r=24
8000966823348043423566949,0,-2305294817204717052949342,0,207093038543789544450049,0,-8966294187980946532830,0,220327787734168226020,0,-3325530905522954654,0,32124955390217887,0,-202272736928464,0,829300387265,0,-2165147910,0,3414546,0,-2908,0,1 # liftE_full r=24
192202099352017,0,-309723254910538,0,204355538650809,0,-71877480983358,0,14821236970348,0,-1878893721242,0,151101492535,0,-7823339916,0,259671673,0,-5376330,0,65338,0,-412,0,1 # liftE_full r=24
332077586181769,0,-292412251259808,0,114144105357324,0,-26150579941504,0,3919051761982,0,-404909883176,0,29579057090,0,-1539428240,0,56646341,0,-1436904,0,23838,0,-232,0,1 # liftE_full r=24
36991630886632033,0,-39538460529238620,0,17297971963091570,0,-4054953847003360,0,561216609806737,0,-47876578571552,0,2565251141282,0,-86805056664,0,1841618522,0,-23885188,0,179308,0,-692,0,1 # liftE_full r=24
2300911635557081,0,-3370879237356770,0,1971300168304489,0,-595848859340638,0,102402990978732,0,-10626359096610,0,690074447983,0,-28455609092,0,741168785,0,-11872698,0,110490,0,-532,0,1 # liftE_full r=24
284162634588593125,0,-192262050404222000,0,55288929471458700,0,-8877379081435770,0,882129539131024,0,-57038510009444,0,2462807459803,0,-71640900232,0,1393410076,0,-17628802,0,136900,0,-580,0,1 # liftE_full r=24
